item_name,item_url
Achilles,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/achilles.html
acid rain,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/acid-rain.html
Aegis,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/aegis.html
Aeolus,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/aeolus.html
air,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/air.html
airplane,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/airplane.html
alarm clock,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/alarm-clock.html
alchemist,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/alchemist.html
alcohol,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/alcohol.html
algae,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/algae.html
alien,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/alien.html
allergy,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/allergy.html
alligator,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/alligator.html
alpaca,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/alpaca.html
ambulance,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/ambulance.html
angel,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/angel.html
angler,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/angler.html
animal,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/animal.html
Ankh,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/ankh.html
ant,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/ant.html
ant farm,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/ant-farm.html
antarctica,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/antarctica.html
anthill,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/anthill.html
Apple of Discord,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/apple-of-discord.html
apron,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/apron.html
aquarium,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/aquarium.html
archeologist,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/archeologist.html
archipelago,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/archipelago.html
arctic,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/arctic.html
armadillo,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/armadillo.html
armor,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/armor.html
arrow,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/arrow.html
ash,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/ash.html
astronaut,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/astronaut.html
astronomer,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/astronomer.html
atmosphere,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/atmosphere.html
atomic bomb,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/atomic-bomb.html
aurora,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/aurora.html
avalanche,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/avalanche.html
aviary,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/aviary.html
axe,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/axe.html
Baast,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/baast.html
Baba Yaga,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/baba-yaga.html
Babe the Blue Ox,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/babe-the-blue-ox.html
bacon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bacon.html
bacteria,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bacteria.html
baker,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/baker.html
bakery,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bakery.html
banana,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/banana.html
banana bread,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/banana-bread.html
bandage,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bandage.html
bank,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bank.html
Banshee,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/banshee.html
barn,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/barn.html
barrel,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/barrel.html
bat,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bat.html
batter,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/batter.html
battery,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/battery.html
bayonet,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bayonet.html
bbq,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bbq.html
beach,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/beach.html
beaver,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/beaver.html
bee,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bee.html
beehive,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/beehive.html
beekeeper,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/beekeeper.html
beer,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/beer.html
bell,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bell.html
bicycle,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bicycle.html
big,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/big.html
binoculars,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/binoculars.html
bird,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bird.html
birdcage,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/birdcage.html
birdhouse,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/birdhouse.html
black hole,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/black-hole.html
blade,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/blade.html
blender,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/blender.html
blizzard,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/blizzard.html
blood,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/blood.html
blood bag,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/blood-bag.html
boat,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/boat.html
boiler,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/boiler.html
bone,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bone.html
bonsai tree,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bonsai-tree.html
book,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/book.html
Book of the Dead,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/book-of-the-dead.html
bottle,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bottle.html
boulder,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/boulder.html
bow,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bow.html
box,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/box.html
bread,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bread.html
brick,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/brick.html
bridge,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bridge.html
broom,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/broom.html
bucket,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bucket.html
bullet,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bullet.html
bulletproof vest,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bulletproof-vest.html
Bunyip,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bunyip.html
bus,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/bus.html
butcher,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/butcher.html
butter,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/butter.html
butterfly,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/butterfly.html
butterfly net,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/butterfly-net.html
cable car,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cable-car.html
cactus,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cactus.html
cage,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cage.html
cake,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cake.html
Calydonian Boar,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/calydonian-boar.html
Camazotz,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/camazotz.html
camel,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/camel.html
campfire,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/campfire.html
candle,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/candle.html
candy cane,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/candy-cane.html
cannon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cannon.html
canvas,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/canvas.html
car,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/car.html
caramel,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/caramel.html
carbon dioxide,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/carbon-dioxide.html
carrot,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/carrot.html
cart,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cart.html
cashmere,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cashmere.html
castle,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/castle.html
cat,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cat.html
catnip,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/catnip.html
cauldron,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cauldron.html
cave,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cave.html
caviar,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/caviar.html
centaur,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/centaur.html
cereal,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cereal.html
chain,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chain.html
chainsaw,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chainsaw.html
chameleon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chameleon.html
Chang'e,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chang-e.html
Changeling,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/changeling.html
charcoal,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/charcoal.html
cheese,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cheese.html
cheeseburger,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cheeseburger.html
chicken,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chicken.html
chicken coop,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chicken-coop.html
chicken soup,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chicken-soup.html
chicken wing,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chicken-wing.html
chill,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chill.html
Chimera,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chimera.html
chimney,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chimney.html
Chinese Dragon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chinese-dragon.html
chocolate,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chocolate.html
chocolate milk,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/chocolate-milk.html
christmas stocking,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/christmas-stocking.html
christmas tree,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/christmas-tree.html
cigarette,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cigarette.html
circus,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/circus.html
city,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/city.html
clay,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/clay.html
clock,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/clock.html
closet,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/closet.html
cloud,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cloud.html
coal,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/coal.html
Cockatrice,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cockatrice.html
coconut,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/coconut.html
coconut milk,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/coconut-milk.html
coffin,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/coffin.html
cold,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cold.html
combustion engine,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/combustion-engine.html
computer,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/computer.html
computer mouse,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/computer-mouse.html
confetti,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/confetti.html
constellation,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/constellation.html
container,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/container.html
continent,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/continent.html
cook,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cook.html
cookbook,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cookbook.html
cookie,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cookie.html
cookie cutter,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cookie-cutter.html
cookie dough,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cookie-dough.html
coral,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/coral.html
corpse,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/corpse.html
Cosmic Egg,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cosmic-egg.html
cotton,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cotton.html
cotton candy,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cotton-candy.html
cow,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cow.html
crayon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/crayon.html
crow,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/crow.html
crystal ball,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/crystal-ball.html
Cthulhu,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cthulhu.html
cuckoo,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cuckoo.html
cup,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cup.html
Cupid,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cupid.html
current,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/current.html
Curse,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/curse.html
cutting board,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cutting-board.html
cyborg,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cyborg.html
cyclist,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cyclist.html
Cyclops,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/cyclops.html
dam,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dam.html
darkness,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/darkness.html
dawn,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dawn.html
day,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/day.html
death,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/death.html
Deity,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/deity.html
Demon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/demon.html
desert,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/desert.html
dew,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dew.html
diamond,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/diamond.html
dinosaur,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dinosaur.html
Dionysus,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dionysus.html
diver,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/diver.html
Djinn,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/djinn.html
doctor,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/doctor.html
dog,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dog.html
doge,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/doge.html
doghouse,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/doghouse.html
domestication,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/domestication.html
Domovoi,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/domovoi.html
don quixote,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/don-quixote.html
donut,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/donut.html
double rainbow!,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/double-rainbow.html
dough,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dough.html
dragon,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dragon.html
drone,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/drone.html
drum,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/drum.html
drunk,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/drunk.html
dry ice,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dry-ice.html
Dryad,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dryad.html
duck,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/duck.html
duckling,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/duckling.html
dune,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dune.html
Durendal,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/durendal.html
dust,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dust.html
dynamite,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/dynamite.html
eagle,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/eagle.html
earth,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/earth.html
earthquake,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/earthquake.html
eclipse,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/eclipse.html
egg,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/egg.html
egg timer,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/egg-timer.html
electric car,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/electric-car.html
electric eel,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/electric-eel.html
electrician,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/electrician.html
electricity,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/electricity.html
Elf,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/elf.html
Elixir of Life,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/elixir-of-life.html
email,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/email.html
energy,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/energy.html
engineer,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/engineer.html
Epona,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/epona.html
eruption,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/eruption.html
evil,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/evil.html
excalibur,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/excalibur.html
excavator,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/excavator.html
explosion,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/explosion.html
fabric,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fabric.html
factory,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/factory.html
Faerie,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/faerie.html
fairy tale,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fairy-tale.html
family,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/family.html
family tree,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/family-tree.html
farm,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/farm.html
farmer,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/farmer.html
Father Time,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/father-time.html
faun,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/faun.html
fence,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fence.html
Fenrir,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fenrir.html
field,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/field.html
fire,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fire.html
fire extinguisher,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fire-extinguisher.html
firefighter,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/firefighter.html
fireplace,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fireplace.html
firestation,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/firestation.html
firetruck,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/firetruck.html
firewall,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/firewall.html
fireworks,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fireworks.html
fish,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fish.html
fishing rod,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/fishing-rod.html
flamethrower,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/flamethrower.html
flashlight,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/flashlight.html
flood,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/flood.html
flour,https://littlealchemy2.gambledude.com/little-alchemy-2-cheats/flour.html
